cycle,t_ms,whl_rpm,whl_ok,whl_fresh,mot_rpm,lock_fr,c_slip,locked,err_rpm,p_term,i_term,pi_raw,clamp,slew,iq,mot_i,fault,bus_v
1,5619,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,5639,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,5659,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,5679,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,5699,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,5719,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,5744,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,5764,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,5784,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,5810,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,5830,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,5850,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,5876,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,5896,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,5916,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,5942,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,5962,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,5982,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,6009,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,6029,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,6050,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,6075,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,6095,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,6115,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,6142,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,6162,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,6182,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,6202,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,6222,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,6242,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,6266,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,6286,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,6306,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,6332,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,6352,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,6372,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,6399,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,6419,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,6439,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,6464,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,6484,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,6504,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,6531,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,6551,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,6571,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,6597,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,6617,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,6637,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,6663,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,6683,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,6703,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,6725,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,6745,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,6765,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,6792,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,6812,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,6832,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,6858,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,6878,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,6898,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,6924,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,6944,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,6964,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,6990,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,7010,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,7030,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,7056,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,7076,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,7096,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,7122,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,7142,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,7162,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,7188,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,7208,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,7228,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,7248,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,7268,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,7288,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,7314,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,7334,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,7354,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,7379,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,7399,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,7419,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,7445,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,7465,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,7485,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,7511,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,7531,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,7551,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,7577,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,7597,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,7617,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,7643,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,7663,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,7683,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,7710,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,7731,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,7751,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,7779,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,7799,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,7819,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,7845,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,7865,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,7886,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,7911,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,7931,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,7951,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,7977,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
1,7997,29.8,1,0,0.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.5
2,20,181.5,1,0,531.6,0.977,0.023,1,13.89,0.00,0.28,0.28,0.28,0.28,+0.44,+0.43,0,19.0
2,40,181.5,1,0,531.6,0.977,0.023,1,13.89,0.00,0.42,0.42,0.42,0.42,+0.44,+0.43,0,19.0
2,61,180.5,1,1,531.6,0.982,0.018,1,14.79,0.00,0.56,0.56,0.56,0.56,+0.44,+0.43,0,19.0
2,81,180.5,1,0,529.3,0.978,0.022,1,14.79,0.00,0.71,0.71,0.71,0.71,-0.04,-0.04,0,19.1
2,103,180.5,1,0,529.3,0.978,0.022,1,14.79,0.00,0.86,0.86,0.86,0.86,-0.04,-0.04,0,19.1
2,124,180.5,1,0,529.3,0.978,0.022,1,14.79,0.00,1.01,1.01,1.01,1.01,-0.04,-0.04,0,19.1
2,144,180.5,1,0,524.3,0.968,0.032,1,14.79,0.00,1.16,1.16,1.16,1.16,-0.64,-0.65,0,19.2
2,169,174.6,1,1,524.3,1.000,0.000,1,17.46,0.00,1.33,1.33,1.33,1.33,-0.64,-0.65,0,19.2
2,189,174.6,1,0,524.3,1.000,0.000,1,17.46,0.00,1.51,1.51,1.51,1.51,-0.64,-0.65,0,19.2
2,209,174.6,1,0,513.1,0.980,0.020,1,17.46,0.00,1.68,1.68,1.68,1.68,-1.04,-1.06,0,19.2
2,236,174.6,1,0,513.1,0.980,0.020,1,17.46,0.00,1.85,1.85,1.85,1.85,-1.04,-1.06,0,19.2
2,256,174.6,1,0,513.1,0.980,0.020,1,17.46,0.00,2.03,2.03,2.03,2.03,-1.04,-1.06,0,19.2
2,276,174.6,1,0,496.2,0.947,0.053,1,17.46,0.00,2.20,2.20,2.20,2.20,-1.54,-1.56,0,19.3
2,302,167.7,1,1,496.2,0.987,0.013,1,14.51,0.00,2.35,2.35,2.35,2.35,-1.54,-1.56,0,19.3
2,322,167.7,1,0,496.2,0.987,0.013,1,14.51,0.00,2.49,2.49,2.49,2.49,-1.54,-1.56,0,19.3
2,342,167.7,1,0,475.3,0.945,0.055,1,14.51,0.00,2.64,2.64,2.64,2.64,-2.05,-2.07,0,19.3
2,369,167.7,1,0,475.3,0.945,0.055,1,14.51,0.00,2.78,2.78,2.78,2.78,-2.05,-2.07,0,19.3
2,389,167.7,1,0,475.3,0.945,0.055,1,14.51,0.00,2.93,2.93,2.93,2.93,-2.05,-2.07,0,19.3
2,409,167.7,1,0,447.7,0.890,0.110,1,14.51,0.00,3.08,3.08,3.08,3.08,-2.47,-2.48,0,19.4
2,436,159.1,1,1,447.7,0.938,0.062,1,6.05,0.00,3.14,3.14,3.14,3.14,-2.47,-2.48,0,19.4
2,456,149.6,1,0,447.7,0.998,0.002,1,5.10,0.00,3.19,3.19,3.19,3.19,-2.47,-2.48,0,19.4
2,477,148.2,1,0,415.6,0.935,0.065,1,4.96,0.00,3.24,3.24,3.24,3.24,-2.87,-2.88,0,19.4
2,503,148.2,1,0,415.6,0.935,0.065,1,4.96,0.00,3.29,3.29,3.29,3.29,-2.87,-2.88,0,19.4
2,523,148.2,1,0,415.6,0.935,0.065,1,4.96,0.00,3.34,3.34,3.34,3.34,-2.87,-2.88,0,19.4
2,543,148.2,1,0,379.3,0.853,0.147,1,4.96,0.00,3.39,3.39,3.39,3.39,-3.08,-3.09,0,19.4
2,565,148.2,1,0,379.3,0.853,0.147,1,4.96,0.00,3.43,3.43,3.43,3.43,-3.08,-3.09,0,19.4
2,585,148.2,1,0,379.3,0.853,0.147,1,4.96,0.00,3.48,3.48,3.48,3.48,-3.08,-3.09,0,19.4
2,606,133.9,1,1,342.9,0.854,0.146,1,-6.23,-0.00,3.42,3.42,3.42,3.42,-3.21,-3.22,0,19.4
2,630,126.8,1,0,342.9,0.902,0.098,1,-6.94,-0.00,3.35,3.35,3.35,3.35,-3.21,-3.22,0,19.4
2,650,120.0,1,0,342.9,0.952,0.048,1,-7.62,-0.00,3.28,3.28,3.28,3.28,-3.21,-3.22,0,19.4
2,670,120.0,1,0,302.1,0.839,0.161,1,-7.62,-0.00,3.20,3.20,3.20,3.20,-3.28,-3.29,0,19.4
2,697,120.0,1,0,302.1,0.839,0.161,1,-7.62,-0.00,3.12,3.12,3.12,3.12,-3.28,-3.29,0,19.4
2,718,120.0,1,0,302.1,0.839,0.161,1,-7.62,-0.00,3.05,3.05,3.05,3.05,-3.28,-3.29,0,19.4
2,739,120.0,1,0,261.9,0.728,0.272,1,-7.62,-0.00,2.97,2.97,2.97,2.97,-3.08,-3.09,0,19.4
2,763,120.0,1,0,261.9,0.728,0.272,1,-7.62,-0.00,2.90,2.90,2.90,2.90,-3.08,-3.09,0,19.4
2,783,120.0,1,0,261.9,0.728,0.272,1,-7.62,-0.00,2.82,2.82,2.82,2.82,-3.08,-3.09,0,19.4
2,803,120.0,1,0,224.3,0.623,0.377,1,-7.62,-0.00,2.74,2.74,2.74,2.74,-2.86,-2.87,0,19.4
2,830,120.0,1,0,224.3,0.623,0.377,1,-7.62,-0.00,2.67,2.67,2.67,2.67,-2.86,-2.87,0,19.4
2,850,110.5,1,1,224.3,0.677,0.323,1,-24.66,-0.00,2.42,2.42,2.42,2.42,-2.86,-2.87,0,19.4
2,870,96.7,1,0,189.0,0.652,0.348,1,-26.05,-0.00,2.16,2.16,2.16,2.16,-2.64,-2.65,0,19.3
2,896,88.6,1,0,189.0,0.711,0.289,1,-26.85,-0.00,1.89,1.89,1.89,1.89,-2.64,-2.65,0,19.3
2,916,79.1,1,0,189.0,0.797,0.203,1,-27.81,-0.00,1.61,1.61,1.61,1.61,-2.64,-2.65,0,19.3
2,936,77.3,1,0,157.1,0.678,0.322,1,-27.99,-0.00,1.33,1.33,1.33,1.33,-2.14,-2.17,0,19.3
2,962,77.3,1,0,157.1,0.678,0.322,1,-27.99,-0.00,1.05,1.05,1.05,1.05,-2.14,-2.17,0,19.3
2,982,77.3,1,0,157.1,0.678,0.322,1,-27.99,-0.00,0.77,0.77,0.77,0.77,-2.14,-2.17,0,19.3
2,1002,77.3,1,0,131.6,0.568,0.432,1,-27.99,-0.00,0.49,0.49,0.49,0.49,-1.35,-1.39,0,19.3
2,1028,77.3,1,0,131.6,0.568,0.432,1,-27.99,-0.00,0.21,0.21,0.21,0.21,-1.35,-1.39,0,19.3
2,1048,77.3,1,0,131.6,0.568,0.432,1,-27.99,-0.00,0.00,0.00,0.00,0.00,-1.35,-1.39,0,19.3
2,1068,77.3,1,0,115.3,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,-0.54,-0.57,0,19.3
2,1088,77.3,1,0,115.3,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,-0.54,-0.57,0,19.3
2,1108,77.3,1,0,115.3,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,-0.54,-0.57,0,19.3
2,1128,77.3,1,0,105.8,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,-0.01,0,19.3
2,1153,77.3,1,0,105.8,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,-0.01,0,19.3
2,1173,77.3,1,0,105.8,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,-0.01,0,19.3
2,1193,77.3,1,0,99.1,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.3
2,1220,77.3,1,0,99.1,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.3
2,1240,77.3,1,0,99.1,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.3
2,1261,77.3,1,0,95.1,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.3
2,1286,77.3,1,0,95.1,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.3
2,1306,77.3,1,0,95.1,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.3
2,1326,77.3,1,0,90.9,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.3
2,1352,77.3,1,0,90.9,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.3
2,1372,77.3,1,0,90.9,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.3
2,1392,77.3,1,0,88.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.3
2,1418,77.3,1,0,88.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.3
2,1438,67.3,1,1,88.0,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.3
2,1458,53.9,1,0,85.5,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.3
2,1484,45.8,1,0,85.5,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.3
2,1504,36.3,1,0,85.5,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.3
2,1524,34.6,1,0,81.7,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.3
2,1550,34.6,1,0,81.7,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.3
2,1570,34.6,1,0,81.7,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.3
2,1590,34.6,1,0,78.8,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.3
2,1610,34.6,1,0,78.8,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.3
2,1630,34.6,1,0,78.8,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.3
2,1650,34.6,1,0,75.3,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.3
2,1675,34.6,1,0,75.3,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.3
2,1695,34.6,1,0,75.3,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.3
2,1715,34.6,1,0,73.1,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.3
2,1741,34.6,1,0,73.1,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.3
2,1761,34.6,1,0,73.1,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.3
2,1781,34.6,1,0,70.1,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.3
2,1807,34.6,1,0,70.1,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.3
2,1827,34.6,1,0,70.1,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.3
2,1847,34.6,1,0,66.9,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.3
2,1873,34.6,1,0,66.9,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.3
2,1893,34.6,1,0,66.9,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.3
2,1913,34.6,1,0,63.8,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.3
2,1940,34.6,1,0,63.8,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.3
2,1960,34.6,1,0,63.8,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.3
2,1980,34.6,1,0,60.7,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.3
2,2006,34.6,1,0,60.7,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.3
2,2026,34.6,1,0,60.7,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.3
2,2046,34.6,1,0,57.4,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.3
2,2072,34.6,1,0,57.4,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.3
2,2092,34.6,1,0,57.4,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.3
2,2112,34.6,1,0,54.3,0.000,1.000,0,0.00,0.00,0.00,0.00,0.00,0.00,+0.00,+0.00,0,19.3
