t_ms,sys_state,req_mode,whl_rpm,whl_ok,whl_fresh,mot_rpm,carrier_rpm,err_rpm,integral,regen_cmd,assist_cmd,iq,mot_i,cap_v,bus_v,fault,inhibit
24823,4,2,61.2,1,0,139.4,0.0,6.12,0.24,0.24,0.00,-6.80,-6.82,21.1,21.1,0,0
24851,4,2,61.2,1,0,130.5,0.0,6.12,0.49,0.49,0.00,-4.09,-4.21,21.0,21.0,0,0
24878,4,2,61.2,1,0,130.5,0.0,6.12,0.73,0.73,0.00,-4.09,-4.21,21.0,21.0,0,0
24904,4,2,61.2,1,0,143.5,0.0,6.12,0.98,0.98,0.00,-0.53,-0.57,21.0,21.0,0,0
24932,4,2,61.2,1,0,143.5,0.0,6.12,1.22,1.22,0.00,-0.53,-0.57,21.0,21.0,0,0
24959,4,2,61.2,1,0,174.7,0.0,6.12,1.47,1.47,0.00,-0.99,-1.05,21.0,21.0,0,0
24986,4,2,53.7,1,0,174.7,0.0,5.37,1.68,1.68,0.00,-0.99,-1.05,21.0,21.0,0,0
25015,4,2,53.7,1,0,201.9,0.0,5.37,1.90,1.90,0.00,-1.43,-1.46,21.1,21.1,0,0
25038,4,2,53.7,1,0,201.9,0.0,5.37,2.11,2.11,0.00,-1.43,-1.46,21.1,21.1,0,0
25066,4,2,53.7,1,0,220.5,0.0,5.37,2.33,2.33,0.00,-1.80,-1.81,21.1,21.1,0,0
25093,4,2,53.7,1,0,220.5,0.0,5.37,2.54,2.54,0.00,-1.80,-1.81,21.1,21.1,0,0
25119,4,2,53.7,1,0,230.7,0.0,5.37,2.76,2.76,0.00,-2.20,-2.20,21.1,21.1,0,0
25147,4,2,53.7,1,0,230.7,0.0,5.37,2.97,2.97,0.00,-2.20,-2.20,21.1,21.1,0,0
25174,4,2,53.7,1,0,220.6,0.0,5.37,3.19,3.19,0.00,-2.49,-2.49,21.1,21.1,0,0
25202,4,2,53.7,1,0,220.6,0.0,5.37,3.40,3.40,0.00,-2.49,-2.49,21.1,21.1,0,0
25228,4,2,53.7,1,0,197.5,0.0,5.37,3.62,3.62,0.00,-2.95,-2.95,21.1,21.1,0,0
25255,4,2,56.9,1,1,197.5,0.0,5.69,3.84,3.84,0.00,-2.95,-2.95,21.1,21.1,0,0
25282,4,2,65.5,1,0,181.8,0.0,6.55,4.09,4.09,0.00,-3.51,-3.51,21.1,21.1,0,0
25310,4,2,71.6,1,0,181.8,0.0,7.16,4.38,4.38,0.00,-3.51,-3.51,21.1,21.1,0,0
25337,4,2,71.6,1,0,177.9,0.0,7.16,4.66,4.66,0.00,-3.99,-3.99,21.2,21.2,0,0
25364,4,2,71.6,1,0,177.9,0.0,7.16,4.95,4.95,0.00,-3.99,-3.99,21.2,21.2,0,0
25391,4,2,71.6,1,0,180.7,0.0,7.16,5.24,5.24,0.00,-4.55,-4.55,21.2,21.2,0,0
25418,4,2,71.6,1,0,180.7,0.0,7.16,5.52,5.52,0.00,-4.55,-4.55,21.2,21.2,0,0
25444,4,2,71.6,1,0,184.8,0.0,7.16,5.81,5.81,0.00,-5.08,-5.10,21.2,21.2,0,0
25472,4,2,71.6,1,0,184.8,0.0,7.16,6.10,6.10,0.00,-5.08,-5.10,21.2,21.2,0,0
25498,4,2,71.6,1,0,183.8,0.0,7.16,6.38,6.38,0.00,-5.63,-5.64,21.3,21.3,0,0
25526,4,2,71.6,1,0,183.8,0.0,7.16,6.67,6.67,0.00,-5.63,-5.64,21.3,21.3,0,0
25553,4,2,71.6,1,0,177.5,0.0,7.16,6.95,6.95,0.00,-6.18,-6.18,21.3,21.3,0,0
25579,4,2,66.8,1,1,177.5,7.6,-0.95,7.08,7.08,0.00,-6.18,-6.18,21.3,21.3,0,0
25606,4,2,60.4,1,0,168.0,7.6,-1.59,7.02,7.02,0.00,-6.75,-6.75,21.3,21.3,0,0
25634,4,2,60.4,1,0,168.0,7.6,-1.59,6.95,6.95,0.00,-6.75,-6.75,21.3,21.3,0,0
25661,4,2,60.4,1,0,156.8,7.6,-1.59,6.89,6.89,0.00,-6.98,-6.99,21.3,21.3,0,0
25690,4,2,60.4,1,0,156.8,7.6,-1.59,6.82,6.82,0.00,-6.98,-6.99,21.3,21.3,0,0
25722,4,2,60.4,1,0,142.4,7.6,-1.59,6.76,6.76,0.00,-6.85,-6.86,21.2,21.2,0,0
25749,4,2,60.4,1,0,142.4,7.6,-1.59,6.70,6.70,0.00,-6.85,-6.86,21.2,21.2,0,0
25776,3,1,60.4,1,0,124.9,7.6,-1.59,0.00,0.00,0.30,-6.72,-6.73,21.2,21.2,0,0
25803,4,2,60.4,1,0,124.9,0.0,6.04,0.24,0.24,0.00,-6.72,-6.73,21.2,21.2,0,0
25830,4,2,60.4,1,0,117.7,0.0,6.04,0.48,0.48,0.00,-3.77,-3.87,21.1,21.1,0,0
25858,4,2,60.4,1,0,117.7,0.0,6.04,0.72,0.72,0.00,-3.77,-3.87,21.1,21.1,0,0
25885,4,2,60.4,1,0,124.9,0.0,6.04,0.97,0.97,0.00,-0.49,-0.52,21.1,21.1,0,0
25913,4,2,60.4,1,0,124.9,0.0,6.04,1.21,1.21,0.00,-0.49,-0.52,21.1,21.1,0,0
25940,4,2,60.4,1,0,144.1,0.0,6.04,1.45,1.45,0.00,-0.93,-0.98,21.1,21.1,0,0
25966,4,2,60.4,1,0,144.1,0.0,6.04,1.69,1.69,0.00,-0.93,-0.98,21.1,21.1,0,0
25994,4,2,60.4,1,0,163.1,0.0,6.04,1.93,1.93,0.00,-1.43,-1.49,21.2,21.2,0,0
26021,4,2,47.9,1,0,163.1,0.0,4.79,2.13,2.13,0.00,-1.43,-1.49,21.2,21.2,0,0
26048,4,2,47.9,1,0,179.1,0.0,4.79,2.32,2.32,0.00,-1.81,-1.87,21.2,21.2,0,0
26075,4,2,47.9,1,0,179.1,0.0,4.79,2.51,2.51,0.00,-1.81,-1.87,21.2,21.2,0,0
26103,4,2,47.9,1,0,185.4,0.0,4.79,2.71,2.71,0.00,-2.19,-2.20,21.2,21.2,0,0
26130,4,2,47.9,1,0,185.4,0.0,4.79,2.90,2.90,0.00,-2.19,-2.20,21.2,21.2,0,0
26157,4,2,47.9,1,0,181.0,0.0,4.79,3.09,3.09,0.00,-2.53,-2.54,21.2,21.2,0,0
26185,4,2,47.9,1,0,181.0,0.0,4.79,3.28,3.28,0.00,-2.53,-2.54,21.2,21.2,0,0
26211,4,2,47.9,1,0,164.1,0.0,4.79,3.47,3.47,0.00,-2.86,-2.89,21.2,21.2,0,0
26240,4,2,47.9,1,0,164.1,0.0,4.79,3.66,3.66,0.00,-2.86,-2.89,21.2,21.2,0,0
26266,4,2,47.9,1,0,139.1,0.0,4.79,3.86,3.86,0.00,-3.23,-3.25,21.2,21.2,0,0
26294,4,2,47.9,1,0,139.1,0.0,4.79,4.05,4.05,0.00,-3.23,-3.25,21.2,21.2,0,0
26321,4,2,47.9,1,0,107.8,0.0,4.79,4.24,4.24,0.00,-3.58,-3.57,21.2,21.2,0,0
26347,4,2,47.9,1,0,107.8,0.0,4.79,4.43,4.43,0.00,-3.58,-3.57,21.2,21.2,0,0
26372,4,2,47.9,1,0,57.2,0.0,4.79,4.53,4.53,0.00,-3.69,-3.56,21.1,21.1,0,0
26432,4,2,47.9,1,0,57.2,0.0,4.79,4.62,4.62,0.00,-3.69,-3.56,21.1,21.1,0,0
26454,4,2,47.9,1,0,0.9,0.0,4.79,4.72,4.72,0.00,-1.91,-2.01,21.1,21.1,0,0
26518,4,2,47.9,1,0,0.9,0.0,4.79,4.81,4.81,0.00,-1.91,-2.01,21.1,21.1,0,0
26540,4,2,47.9,1,0,0.0,0.0,4.79,4.91,4.91,0.00,-0.13,-0.21,21.1,21.1,0,0
26603,4,2,47.9,1,0,0.0,0.0,4.79,5.01,5.01,0.00,-0.13,-0.21,21.1,21.1,0,0
26626,4,2,47.9,1,0,0.0,0.0,4.79,5.10,5.10,0.00,-0.03,-0.05,21.1,21.1,0,0
26689,4,2,47.9,1,0,0.0,0.0,4.79,5.20,5.20,0.00,-0.03,-0.05,21.1,21.1,0,0
26712,4,2,47.9,1,0,0.0,0.0,4.79,5.29,5.29,0.00,-0.09,-0.04,21.1,21.1,0,0
26775,4,2,47.9,1,0,0.0,0.0,4.79,5.39,5.39,0.00,-0.09,-0.04,21.1,21.1,0,0
26797,4,2,47.9,1,0,0.0,0.0,4.79,5.48,5.48,0.00,-0.09,-0.02,21.1,21.1,0,0
26861,4,2,47.9,1,0,0.0,0.0,4.79,5.58,5.58,0.00,-0.09,-0.02,21.1,21.1,0,0
26883,4,2,47.9,1,0,0.0,0.0,4.79,5.68,5.68,0.00,-0.08,-0.02,21.1,21.1,0,0
26946,4,2,47.9,1,0,0.0,0.0,4.79,5.77,5.77,0.00,-0.08,-0.02,21.1,21.1,0,0
26969,4,2,47.9,1,0,0.0,0.0,4.79,5.87,5.87,0.00,-0.07,-0.02,21.1,21.1,0,0
27033,4,2,47.9,1,0,0.0,0.0,4.79,5.96,5.96,0.00,-0.07,-0.02,21.1,21.1,0,0
27055,4,2,47.9,1,0,0.0,0.0,4.79,6.06,6.06,0.00,-0.06,-0.01,21.1,21.1,0,0
27118,4,2,47.9,1,0,0.0,0.0,4.79,6.16,6.16,0.00,-0.06,-0.01,21.1,21.1,0,0
27140,4,2,47.9,1,0,0.0,0.0,4.79,6.25,6.25,0.00,-0.04,-0.01,21.1,21.1,0,0
27204,4,2,47.9,1,0,0.0,0.0,4.79,6.35,6.35,0.00,-0.04,-0.01,21.1,21.1,0,0
27226,4,2,47.9,1,0,0.0,0.0,4.79,6.44,6.44,0.00,-0.05,-0.01,21.1,21.1,0,0
27289,4,2,47.9,1,0,0.0,0.0,4.79,6.54,6.54,0.00,-0.05,-0.01,21.1,21.1,0,0
27312,4,2,47.9,1,0,0.0,0.0,4.79,6.63,6.63,0.00,-0.08,-0.02,21.1,21.1,0,0
27375,4,2,47.9,1,0,0.0,0.0,4.79,6.73,6.73,0.00,-0.08,-0.02,21.1,21.1,0,0
27398,4,2,47.9,1,0,0.0,0.0,4.79,6.83,6.83,0.00,-0.06,-0.01,21.1,21.1,0,0
27463,4,2,47.9,1,0,0.0,0.0,4.79,6.92,6.92,0.00,-0.06,-0.01,21.1,21.1,0,0
27492,4,2,47.9,1,0,0.0,0.0,4.79,7.02,7.02,0.00,-0.07,-0.01,21.1,21.1,0,0
27555,4,2,47.9,1,0,0.0,0.0,4.79,7.11,7.11,0.00,-0.07,-0.01,21.1,21.1,0,0
27577,4,2,47.9,1,0,0.0,0.0,4.79,7.21,7.21,0.00,-0.07,-0.02,21.1,21.1,0,0
27640,4,2,47.9,1,0,0.0,0.0,4.79,7.31,7.31,0.00,-0.07,-0.02,21.1,21.1,0,0
27663,4,2,47.9,1,0,0.0,0.0,4.79,7.40,7.40,0.00,-0.07,-0.01,21.1,21.1,0,0
27726,4,2,47.9,1,0,0.0,0.0,4.79,7.50,7.50,0.00,-0.07,-0.01,21.1,21.1,0,0
27758,4,2,47.9,1,0,0.0,0.0,4.79,7.59,7.59,0.00,-0.08,-0.02,21.1,21.1,0,0
27821,4,2,47.9,1,0,0.0,0.0,4.79,7.69,7.69,0.00,-0.08,-0.02,21.1,21.1,0,0
27844,4,2,47.9,1,0,0.0,0.0,4.79,7.78,7.78,0.00,-0.07,-0.01,21.1,21.1,0,0
27907,4,2,47.9,1,0,0.0,0.0,4.79,7.88,7.88,0.00,-0.07,-0.01,21.1,21.1,0,0
27930,4,2,47.9,1,0,0.0,0.0,4.79,7.98,7.98,0.00,-0.05,-0.01,21.1,21.1,0,0
27993,4,2,47.9,1,0,0.0,0.0,4.79,8.07,8.07,0.00,-0.05,-0.01,21.1,21.1,0,0
28015,4,2,47.9,1,0,0.0,0.0,4.79,8.17,8.17,0.00,-0.08,-0.02,21.1,21.1,0,0
28079,4,2,47.9,1,0,0.0,0.0,4.79,8.26,8.26,0.00,-0.08,-0.02,21.1,21.1,0,0
28102,4,2,47.9,1,0,0.0,0.0,4.79,8.36,8.36,0.00,-0.06,-0.02,21.1,21.1,0,0
28165,4,2,47.9,1,0,0.0,0.0,4.79,8.45,8.45,0.00,-0.06,-0.02,21.1,21.1,0,0
28188,4,2,47.9,1,0,0.0,0.0,4.79,8.55,8.55,0.00,-0.05,-0.01,21.1,21.1,0,0
28251,4,2,47.9,1,0,0.0,0.0,4.79,8.65,8.65,0.00,-0.05,-0.01,21.1,21.1,0,0
28274,4,2,47.9,1,0,0.0,0.0,4.79,8.74,8.74,0.00,-0.07,-0.02,21.1,21.1,0,0
28338,4,2,47.9,1,0,0.0,0.0,4.79,8.84,8.84,0.00,-0.07,-0.02,21.1,21.1,0,0
28360,4,2,47.9,1,0,0.0,0.0,4.79,8.93,8.93,0.00,-0.07,-0.02,21.1,21.1,0,0
28424,4,2,47.9,1,0,0.0,0.0,4.79,9.03,9.03,0.00,-0.07,-0.02,21.1,21.1,0,0
28447,4,2,47.9,1,0,0.0,0.0,4.79,9.13,9.13,0.00,-0.07,-0.01,21.1,21.1,0,0
28510,4,2,47.9,1,0,0.0,0.0,4.79,9.22,9.22,0.00,-0.07,-0.01,21.1,21.1,0,0
28535,4,2,47.9,1,0,0.0,0.0,4.79,9.32,9.32,0.00,-0.07,-0.02,21.1,21.1,0,0
28602,4,2,47.9,1,0,0.0,0.0,4.79,9.41,9.41,0.00,-0.07,-0.02,21.1,21.1,0,0
28624,4,2,47.9,1,0,0.0,0.0,4.79,9.51,9.51,0.00,-0.08,-0.02,21.1,21.1,0,0
28688,4,2,47.9,1,0,0.0,0.0,4.79,9.60,9.60,0.00,-0.08,-0.02,21.1,21.1,0,0
28710,4,2,47.9,1,0,0.0,0.0,4.79,9.70,9.70,0.00,-0.07,-0.02,21.1,21.1,0,0
28774,4,2,47.9,1,0,0.0,0.0,4.79,9.80,9.80,0.00,-0.07,-0.02,21.1,21.1,0,0
28796,3,1,47.9,1,0,0.0,0.0,4.79,0.00,0.00,0.07,-0.07,-0.01,21.1,21.1,0,0
28860,4,2,47.9,1,0,0.0,0.0,4.79,0.10,0.10,0.00,-0.07,-0.01,21.1,21.1,0,0
28882,4,2,47.9,1,0,0.0,0.0,4.79,0.19,0.19,0.00,-0.05,-0.02,21.1,21.1,0,0
28925,4,2,47.9,1,0,0.0,0.0,4.79,0.29,0.29,0.00,-0.05,-0.02,21.1,21.1,0,0
28948,4,2,47.9,1,0,0.0,0.0,4.79,0.38,0.38,0.00,-0.02,-0.03,21.1,21.1,0,0
29011,4,2,47.9,1,0,0.0,0.0,4.79,0.48,0.48,0.00,-0.02,-0.03,21.1,21.1,0,0
29033,4,2,47.9,1,0,0.0,0.0,4.79,0.57,0.57,0.00,-0.08,-0.02,21.1,21.1,0,0
29097,4,2,47.9,1,0,0.0,0.0,4.79,0.67,0.67,0.00,-0.08,-0.02,21.1,21.1,0,0
29119,4,2,47.9,1,0,0.0,0.0,4.79,0.77,0.77,0.00,-0.06,-0.01,21.1,21.1,0,0
29182,4,2,47.9,1,0,0.0,0.0,4.79,0.86,0.86,0.00,-0.06,-0.01,21.1,21.1,0,0
29205,4,2,47.9,1,0,0.0,0.0,4.79,0.96,0.96,0.00,-0.06,-0.01,21.0,21.0,0,0
29269,4,2,47.9,1,0,0.0,0.0,4.79,1.05,1.05,0.00,-0.06,-0.01,21.0,21.0,0,0
29291,4,2,47.9,1,0,0.0,0.0,4.79,1.15,1.15,0.00,-0.05,-0.01,21.1,21.1,0,0
29354,4,2,47.9,1,0,0.0,0.0,4.79,1.25,1.25,0.00,-0.05,-0.01,21.1,21.1,0,0
29376,4,2,47.9,1,0,0.0,0.0,4.79,1.34,1.34,0.00,-0.07,-0.02,21.0,21.0,0,0
29440,4,2,47.9,1,0,0.0,0.0,4.79,1.44,1.44,0.00,-0.07,-0.02,21.0,21.0,0,0
29462,4,2,47.9,1,0,0.0,0.0,4.79,1.53,1.53,0.00,-0.05,-0.02,21.0,21.0,0,0
29526,4,2,47.9,1,0,0.0,0.0,4.79,1.63,1.63,0.00,-0.05,-0.02,21.0,21.0,0,0
29548,4,2,47.9,1,0,0.0,0.0,4.79,1.72,1.72,0.00,-0.05,-0.01,21.0,21.0,0,0
29613,4,2,47.9,1,0,0.0,0.0,4.79,1.82,1.82,0.00,-0.05,-0.01,21.0,21.0,0,0
29640,4,2,47.9,1,0,0.0,0.0,4.79,1.92,1.92,0.00,-0.02,-0.01,21.0,21.0,0,0
29703,4,2,47.9,1,0,0.0,0.0,4.79,2.01,2.01,0.00,-0.02,-0.01,21.0,21.0,0,0
29726,4,2,47.9,1,0,0.0,0.0,4.79,2.11,2.11,0.00,-0.07,-0.01,21.0,21.0,0,0
29789,4,2,47.9,1,0,0.0,0.0,4.79,2.20,2.20,0.00,-0.07,-0.01,21.0,21.0,0,0
29811,4,2,47.9,1,0,0.0,0.0,4.79,2.30,2.30,0.00,-0.01,-0.01,21.0,21.0,0,0
29874,4,2,47.9,1,0,0.0,0.0,4.79,2.40,2.40,0.00,-0.01,-0.01,21.0,21.0,0,0
29897,4,2,47.9,1,0,0.0,0.0,4.79,2.49,2.49,0.00,-0.06,-0.01,21.0,21.0,0,0
29960,4,2,47.9,1,0,0.0,0.0,4.79,2.59,2.59,0.00,-0.06,-0.01,21.0,21.0,0,0
29983,4,2,47.9,1,0,0.0,0.0,4.79,2.68,2.68,0.00,-0.01,-0.01,21.0,21.0,0,0
30047,4,2,47.9,1,0,0.0,0.0,4.79,2.78,2.78,0.00,-0.01,-0.01,21.0,21.0,0,0
30069,4,2,47.9,1,0,0.0,0.0,4.79,2.87,2.87,0.00,-0.05,-0.02,21.0,21.0,0,0
30132,4,2,47.9,1,0,0.0,0.0,4.79,2.97,2.97,0.00,-0.05,-0.02,21.0,21.0,0,0
30155,4,2,47.9,1,0,0.0,0.0,4.79,3.07,3.07,0.00,-0.08,-0.03,21.0,21.0,0,0
30219,4,2,47.9,1,0,0.0,0.0,4.79,3.16,3.16,0.00,-0.08,-0.03,21.0,21.0,0,0
30241,4,2,47.9,1,0,0.0,0.0,4.79,3.26,3.26,0.00,-0.04,-0.02,21.0,21.0,0,0
30305,4,2,47.9,1,0,0.0,0.0,4.79,3.35,3.35,0.00,-0.04,-0.02,21.0,21.0,0,0
30328,4,2,47.9,1,0,0.0,0.0,4.79,3.45,3.45,0.00,-0.03,-0.01,21.0,21.0,0,0
30391,4,2,47.9,1,0,0.0,0.0,4.79,3.54,3.54,0.00,-0.03,-0.01,21.0,21.0,0,0
30414,4,2,47.9,1,0,0.0,0.0,4.79,3.64,3.64,0.00,-0.08,-0.02,21.0,21.0,0,0
30477,4,2,47.9,1,0,0.0,0.0,4.79,3.74,3.74,0.00,-0.08,-0.02,21.0,21.0,0,0
30499,4,2,47.9,1,0,0.0,0.0,4.79,3.83,3.83,0.00,-0.02,-0.01,21.0,21.0,0,0
30563,4,2,47.9,1,0,0.0,0.0,4.79,3.93,3.93,0.00,-0.02,-0.01,21.0,21.0,0,0
30585,4,2,47.9,1,0,0.0,0.0,4.79,4.02,4.02,0.00,-0.07,-0.01,21.0,21.0,0,0
30649,4,2,47.9,1,0,0.0,0.0,4.79,4.12,4.12,0.00,-0.07,-0.01,21.0,21.0,0,0
30673,4,2,47.9,1,0,0.0,0.0,4.79,4.22,4.22,0.00,+0.00,-0.01,21.0,21.0,0,0
30740,4,2,47.9,1,0,0.0,0.0,4.79,4.31,4.31,0.00,+0.00,-0.01,21.0,21.0,0,0
30762,4,2,47.9,1,0,0.0,0.0,4.79,4.41,4.41,0.00,-0.07,-0.02,21.0,21.0,0,0
30825,4,2,47.9,1,0,0.0,0.0,4.79,4.50,4.50,0.00,-0.07,-0.02,21.0,21.0,0,0
30848,4,2,47.9,1,0,0.0,0.0,4.79,4.60,4.60,0.00,-0.07,-0.02,21.0,21.0,0,0
30912,4,2,47.9,1,0,0.0,0.0,4.79,4.69,4.69,0.00,-0.07,-0.02,21.0,21.0,0,0
30934,4,2,47.9,1,0,0.0,0.0,4.79,4.79,4.79,0.00,-0.08,-0.01,21.0,21.0,0,0
30998,4,2,47.9,1,0,0.0,0.0,4.79,4.89,4.89,0.00,-0.08,-0.01,21.0,21.0,0,0
31020,4,2,47.9,1,0,0.0,0.0,4.79,4.98,4.98,0.00,-0.08,-0.02,21.0,21.0,0,0
31083,4,2,47.9,1,0,0.0,0.0,4.79,5.08,5.08,0.00,-0.08,-0.02,21.0,21.0,0,0
31106,4,2,47.9,1,0,0.0,0.0,4.79,5.17,5.17,0.00,-0.09,-0.02,21.0,21.0,0,0
31169,4,2,47.9,1,0,0.0,0.0,4.79,5.27,5.27,0.00,-0.09,-0.02,21.0,21.0,0,0
31191,4,2,47.9,1,0,0.0,0.0,4.79,5.37,5.37,0.00,-0.07,-0.02,21.0,21.0,0,0
31254,3,1,47.9,1,0,0.0,0.0,4.79,0.00,0.00,0.30,-0.07,-0.02,21.0,21.0,0,0
31276,4,2,47.9,1,0,0.0,0.0,4.79,0.10,0.10,0.00,-0.09,-0.03,21.0,21.0,0,0
31298,4,2,47.9,1,0,0.0,0.0,4.79,0.19,0.19,0.00,-0.09,-0.03,21.0,21.0,0,0
31319,4,2,47.9,1,0,0.0,0.0,4.79,0.38,0.38,0.00,+0.15,+0.07,21.0,21.0,0,0
31341,4,2,47.9,1,0,0.0,0.0,4.79,0.48,0.48,0.00,+0.15,+0.07,21.0,21.0,0,0
31368,4,2,47.9,1,0,0.0,0.0,4.79,0.67,0.67,0.00,+0.15,+0.07,21.0,21.0,0,0
31398,4,2,47.9,1,0,8.4,0.0,4.79,0.77,0.77,0.00,+0.18,+0.11,21.0,21.0,0,0
31461,4,2,47.9,1,0,8.4,0.0,4.79,0.86,0.86,0.00,+0.18,+0.11,21.0,21.0,0,0
31484,4,2,47.9,1,0,0.0,0.0,4.79,0.96,0.96,0.00,-0.10,-0.14,21.0,21.0,0,0
31547,4,2,47.9,1,0,0.0,0.0,4.79,1.05,1.05,0.00,-0.10,-0.14,21.0,21.0,0,0
31570,4,2,47.9,1,0,0.0,0.0,4.79,1.15,1.15,0.00,+0.02,-0.02,21.0,21.0,0,0
31633,4,2,47.9,1,0,0.0,0.0,4.79,1.25,1.25,0.00,+0.02,-0.02,21.0,21.0,0,0
31658,4,2,47.9,1,0,0.0,0.0,4.79,1.34,1.34,0.00,-0.03,-0.03,21.0,21.0,0,0
31716,4,2,47.9,1,0,0.0,0.0,4.79,1.44,1.44,0.00,-0.03,-0.03,21.0,21.0,0,0
31738,4,2,47.9,1,0,0.0,0.0,4.79,1.53,1.53,0.00,-0.01,-0.02,21.0,21.0,0,0
31801,4,2,47.9,1,0,0.0,0.0,4.79,1.63,1.63,0.00,-0.01,-0.02,21.0,21.0,0,0
31824,4,2,47.9,1,0,0.0,0.0,4.79,1.72,1.72,0.00,-0.01,-0.02,21.0,21.0,0,0
31887,4,2,47.9,1,0,0.0,0.0,4.79,1.82,1.82,0.00,-0.01,-0.02,21.0,21.0,0,0
31909,4,2,47.9,1,0,0.0,0.0,4.79,1.92,1.92,0.00,-0.01,-0.02,21.0,21.0,0,0
31972,4,2,47.9,1,0,0.0,0.0,4.79,2.01,2.01,0.00,-0.01,-0.02,21.0,21.0,0,0
31994,4,2,47.9,1,0,0.0,0.0,4.79,2.11,2.11,0.00,-0.01,-0.01,21.0,21.0,0,0
32058,4,2,47.9,1,0,0.0,0.0,4.79,2.20,2.20,0.00,-0.01,-0.01,21.0,21.0,0,0
32080,4,2,47.9,1,0,0.0,0.0,4.79,2.30,2.30,0.00,-0.01,-0.01,21.0,21.0,0,0
32143,4,2,47.9,1,0,0.0,0.0,4.79,2.40,2.40,0.00,-0.01,-0.01,21.0,21.0,0,0
32165,4,2,47.9,1,0,0.0,0.0,4.79,2.49,2.49,0.00,-0.01,-0.02,21.0,21.0,0,0
32229,4,2,47.9,1,0,0.0,0.0,4.79,2.59,2.59,0.00,-0.01,-0.02,21.0,21.0,0,0
32251,4,2,47.9,1,0,0.0,0.0,4.79,2.68,2.68,0.00,-0.01,-0.02,21.0,21.0,0,0
32314,4,2,47.9,1,0,0.0,0.0,4.79,2.78,2.78,0.00,-0.01,-0.02,21.0,21.0,0,0
32337,4,2,47.9,1,0,0.0,0.0,4.79,2.87,2.87,0.00,-0.01,-0.01,21.0,21.0,0,0
32400,4,2,47.9,1,0,0.0,0.0,4.79,2.97,2.97,0.00,-0.01,-0.01,21.0,21.0,0,0
32423,4,2,47.9,1,0,0.0,0.0,4.79,3.07,3.07,0.00,-0.01,-0.01,21.0,21.0,0,0
32487,4,2,47.9,1,0,0.0,0.0,4.79,3.16,3.16,0.00,-0.01,-0.01,21.0,21.0,0,0
32510,4,2,47.9,1,0,0.0,0.0,4.79,3.26,3.26,0.00,-0.01,-0.02,21.0,21.0,0,0
32573,4,2,47.9,1,0,0.0,0.0,4.79,3.35,3.35,0.00,-0.01,-0.02,21.0,21.0,0,0
32596,4,2,47.9,1,0,0.0,0.0,4.79,3.45,3.45,0.00,-0.01,-0.01,21.0,21.0,0,0
32659,4,2,47.9,1,0,0.0,0.0,4.79,3.54,3.54,0.00,-0.01,-0.01,21.0,21.0,0,0
32681,4,2,47.9,1,0,0.0,0.0,4.79,3.64,3.64,0.00,-0.01,-0.02,21.0,21.0,0,0
32746,4,2,47.9,1,0,0.0,0.0,4.79,3.74,3.74,0.00,-0.01,-0.02,21.0,21.0,0,0
32772,4,2,47.9,1,0,0.0,0.0,4.79,3.83,3.83,0.00,-0.01,-0.01,21.0,21.0,0,0
32835,4,2,47.9,1,0,0.0,0.0,4.79,3.93,3.93,0.00,-0.01,-0.01,21.0,21.0,0,0
32858,4,2,47.9,1,0,0.0,0.0,4.79,4.02,4.02,0.00,-0.01,-0.01,21.0,21.0,0,0
32921,4,2,47.9,1,0,0.0,0.0,4.79,4.12,4.12,0.00,-0.01,-0.01,21.0,21.0,0,0
32943,4,2,47.9,1,0,0.0,0.0,4.79,4.22,4.22,0.00,-0.01,-0.01,21.0,21.0,0,0
33006,4,2,47.9,1,0,0.0,0.0,4.79,4.31,4.31,0.00,-0.01,-0.01,21.0,21.0,0,0
33029,4,2,47.9,1,0,0.0,0.0,4.79,4.41,4.41,0.00,-0.01,-0.01,21.0,21.0,0,0
33092,4,2,47.9,1,0,0.0,0.0,4.79,4.50,4.50,0.00,-0.01,-0.01,21.0,21.0,0,0
33114,4,2,47.9,1,0,0.0,0.0,4.79,4.60,4.60,0.00,-0.01,-0.01,21.0,21.0,0,0
33178,4,2,47.9,1,0,0.0,0.0,4.79,4.69,4.69,0.00,-0.01,-0.01,21.0,21.0,0,0
33200,4,2,47.9,1,0,0.0,0.0,4.79,4.79,4.79,0.00,-0.01,-0.02,21.0,21.0,0,0
33263,4,2,47.9,1,0,0.0,0.0,4.79,4.89,4.89,0.00,-0.01,-0.02,21.0,21.0,0,0
33286,4,2,47.9,1,0,0.0,0.0,4.79,4.98,4.98,0.00,-0.01,-0.02,21.0,21.0,0,0
33349,4,2,47.9,1,0,0.0,0.0,4.79,5.08,5.08,0.00,-0.01,-0.02,21.0,21.0,0,0
33382,4,2,47.9,1,0,0.0,0.0,4.79,5.17,5.17,0.00,-0.01,-0.01,21.0,21.0,0,0
33445,4,2,47.9,1,0,0.0,0.0,4.79,5.27,5.27,0.00,-0.01,-0.01,21.0,21.0,0,0
33468,4,2,47.9,1,0,0.0,0.0,4.79,5.37,5.37,0.00,-0.01,-0.01,21.0,21.0,0,0
33532,4,2,47.9,1,0,0.0,0.0,4.79,5.46,5.46,0.00,-0.01,-0.01,21.0,21.0,0,0
33554,4,2,47.9,1,0,0.0,0.0,4.79,5.56,5.56,0.00,-0.01,-0.01,21.0,21.0,0,0
