tick_ms,system_state,cap_voltage_v,vesc_mech_rpm,vesc_motor_current_a,vesc_input_current_a,vesc_duty_cycle,vesc_fault_code,requested_mode,requested_level,throttle_raw,throttle_valid,inhibit_motor_commands,assist_command_request,regen_command_request,motor_command_a
33743,REGEN,19.5,-11.454546,4.54,0.46,-0.169,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
33846,REGEN,19.5,-11.454546,4.54,0.46,-0.169,0,REGEN,0.0,1123,True,False,0.0,0.0,0.0
33971,REGEN,19.6,-123.909096,0.0,0.0,-0.092,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
34127,REGEN,19.6,-44.545456,0.0,0.0,-0.021,0,REGEN,0.0,1122,True,False,0.0,0.0,0.0
34444,REGEN,19.5,-8.545455,0.19,0.0,-0.02,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
35583,REGEN,19.5,-19.454546,0.0,0.0,-0.03,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
35685,REGEN,19.5,-17.272728,0.0,0.0,-0.027,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
35786,REGEN,19.5,-17.272728,0.0,0.0,-0.027,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
35927,REGEN,19.5,-17.272728,0.0,0.0,-0.027,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
36587,REGEN,19.5,-10.909091,0.0,0.0,-0.041,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
36697,REGEN,19.5,-17.272728,0.0,0.0,-0.042,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
36803,REGEN,19.5,-17.272728,0.0,0.0,-0.042,0,REGEN,0.0,1122,True,False,0.0,0.0,0.0
36964,REGEN,19.5,8.818182,0.0,0.0,-0.001,0,REGEN,0.0,1124,True,False,0.0,0.690557936,-0.690557936
37103,REGEN,19.5,-9.272728,0.0,0.0,-0.01,0,REGEN,0.0,1135,True,False,0.0,0.0,0.0
37215,REGEN,19.5,-39.09091,0.55,0.02,-0.081,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
37323,REGEN,19.5,-54.36364,0.02,0.0,-0.058,0,REGEN,0.0,1123,True,False,0.0,0.0,0.0
37427,REGEN,19.5,-54.36364,0.02,0.0,-0.058,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
37529,REGEN,19.5,-54.36364,0.02,0.0,-0.058,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
37656,REGEN,19.5,-62.636364,0.0,0.0,-0.063,0,REGEN,0.0,1122,True,False,0.0,0.0,0.0
37843,REGEN,19.5,-62.636364,0.0,0.0,-0.063,0,REGEN,0.0,1122,True,False,0.0,0.0,0.0
37967,REGEN,19.5,-61.818184,0.0,0.0,-0.067,0,REGEN,0.0,1122,True,False,0.0,0.0,0.0
38104,REGEN,19.5,-66.36364,0.0,0.0,-0.07,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
38229,REGEN,19.5,-73.545452,0.0,0.0,-0.094,0,REGEN,0.0,1122,True,False,0.0,0.0,0.0
38338,REGEN,19.5,-67.0,0.0,0.0,-0.061,0,REGEN,0.0,1122,True,False,0.0,0.0,0.0
38529,REGEN,19.5,-45.09091,0.0,0.0,-0.055,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
38636,REGEN,19.5,-45.09091,0.0,0.0,-0.055,0,REGEN,0.0,1124,True,False,0.0,0.0,0.0
38792,REGEN,19.5,-76.63637,0.0,0.0,-0.073,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
38942,REGEN,19.5,-77.818184,0.0,0.0,-0.094,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
39054,REGEN,19.5,-85.09091,0.0,0.0,-0.103,0,REGEN,0.0,1123,True,False,0.0,0.0,0.0
39175,REGEN,19.5,-67.818184,0.0,0.0,-0.066,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
39276,REGEN,19.5,-70.63637,0.0,0.0,-0.107,0,REGEN,0.0,1120,True,False,0.0,0.0,0.0
39435,REGEN,19.5,-89.63637,0.0,0.0,-0.108,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
39537,REGEN,19.5,-89.63637,0.0,0.0,-0.108,0,REGEN,0.0,1123,True,False,0.0,0.0,0.0
39685,REGEN,19.5,50.09091,0.0,0.0,0.224,0,REGEN,1.0,1122,True,False,0.0,38.06508,-38.06508
39793,REGEN,19.5,50.09091,0.0,0.0,0.224,0,REGEN,1.0,1121,True,False,0.0,7.5626904,-7.5626904
39956,REGEN,19.0,-9.363637,4.01,0.42,0.114,0,REGEN,0.0,1121,True,False,0.0,40.0,-40.0
40064,REGEN,19.8,336.36364,-8.05,-2.82,0.446,0,REGEN,1.0,1123,True,False,0.0,0.0,0.0
40185,REGEN,15.5,-334.0,26.17,18.07,-0.949,0,REGEN,0.0,1121,True,False,0.0,40.0,-40.0
40289,REGEN,18.7,244.0,1.42,1.1,0.537,0,REGEN,1.0,1122,True,False,0.0,0.0,0.0
40409,REGEN,14.9,-309.0909,26.51,18.74,-0.949,0,REGEN,0.0,1121,True,False,0.0,11.053032,-11.053032
40561,REGEN,18.2,233.45456,1.61,1.26,0.542,0,REGEN,1.0,1120,True,False,0.0,40.0,-40.0
40701,REGEN,19.0,348.181832,-10.58,-3.49,0.35,0,REGEN,1.0,1121,True,False,0.0,0.0,0.0
40801,REGEN,14.3,-209.45456,29.41,17.46,-0.949,0,REGEN,0.0,1122,True,False,0.0,40.0,-40.0
40916,REGEN,18.0,282.54548,1.31,0.96,0.503,0,REGEN,1.0,1124,True,False,0.0,0.0,0.0
41030,REGEN,17.7,267.45456,1.36,0.99,0.454,0,REGEN,1.0,1122,True,False,0.0,40.0,-40.0
41155,REGEN,16.9,256.36364,14.34,3.06,-0.331,0,REGEN,1.0,1121,True,False,0.0,0.0,0.0
41264,REGEN,17.3,226.636368,1.42,1.04,0.486,0,REGEN,1.0,1121,True,False,0.0,31.808378,-31.808378
41385,REGEN,16.5,233.27274,9.45,2.21,-0.323,0,REGEN,1.0,1122,True,False,0.0,0.0,0.0
41498,REGEN,17.2,212.18182,1.09,0.36,0.423,0,REGEN,1.0,1122,True,False,0.0,32.888096,-32.888096
41623,REGEN,16.0,207.27274,18.16,4.15,-0.4,0,REGEN,1.0,1121,True,False,0.0,0.0,0.0
41735,REGEN,14.3,-59.454548,33.11,11.89,-0.672,0,REGEN,0.0,1121,True,False,0.0,21.66763,-21.66763
41860,REGEN,16.9,191.18182,1.07,0.61,0.282,0,REGEN,1.0,1121,True,False,0.0,18.195844,-18.195844
41970,REGEN,16.8,66.818184,18.61,1.17,-0.083,0,REGEN,1.0,1122,True,False,0.0,19.58463,-19.58463
42109,REGEN,17.1,124.27273,-12.03,-0.44,0.062,0,REGEN,1.0,1121,True,False,0.0,14.60435,-14.60435
42208,REGEN,17.1,124.27273,-12.03,-0.44,0.062,0,REGEN,1.0,1146,True,False,0.0,17.904618,-17.904618
42344,REGEN,16.9,96.0,17.66,0.35,-0.045,0,REGEN,1.0,1121,True,False,0.0,12.393258,-12.393258
42558,REGEN,16.9,90.45455,17.89,0.51,-0.052,0,REGEN,1.0,1122,True,False,0.0,0.0,0.0
42663,REGEN,16.5,-233.36364,-0.87,1.27,-0.949,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
42858,REGEN,16.9,-529.9091,0.02,0.02,-0.753,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
42995,REGEN,16.9,-502.272736,0.0,0.0,-0.647,0,REGEN,0.0,1120,True,False,0.0,0.0,0.0
43103,REGEN,17.0,-368.7273,0.0,0.0,-0.464,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
43214,REGEN,17.0,-368.7273,0.0,0.0,-0.464,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
43317,REGEN,17.0,-368.7273,0.0,0.0,-0.464,0,REGEN,0.0,1120,True,False,0.0,0.0,0.0
43479,REGEN,17.0,-172.636368,0.0,0.0,-0.183,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
43579,REGEN,17.0,-172.636368,0.0,0.0,-0.183,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
43679,REGEN,17.0,-172.636368,0.0,0.0,-0.183,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
46236,REGEN,16.9,-57.818184,0.45,0.04,-0.162,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
46364,REGEN,16.9,-71.36364,0.0,0.0,-0.133,0,REGEN,0.0,1122,True,False,0.0,0.0,0.0
46466,REGEN,16.9,-71.36364,0.0,0.0,-0.133,0,REGEN,0.0,1120,True,False,0.0,0.0,0.0
46612,REGEN,17.0,12.636364,0.0,0.0,0.021,0,REGEN,0.0,1121,True,False,0.0,0.32939926,-0.32939926
46713,REGEN,17.0,12.636364,0.0,0.0,0.021,0,REGEN,0.0,1123,True,False,0.0,1.9703916,-1.9703916
47038,REGEN,16.9,-339.9091,0.0,0.0,-0.446,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
47227,REGEN,16.9,-336.45456,0.0,0.0,-0.453,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
47347,REGEN,16.9,-252.54546,0.0,0.0,-0.279,0,REGEN,0.0,1122,True,False,0.0,0.0,0.0
47475,REGEN,16.9,-165.09091,0.0,0.0,-0.155,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
47588,REGEN,16.9,-102.45455,0.0,0.0,-0.076,0,REGEN,0.0,1122,True,False,0.0,0.0,0.0
47707,REGEN,16.9,-5.636364,0.0,0.0,-0.002,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
47811,REGEN,16.9,-5.636364,0.0,0.0,-0.002,0,REGEN,0.0,1115,True,False,0.0,0.0,0.0
48239,REGEN,16.1,-5.5454544,19.85,4.9,-0.403,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
48341,REGEN,16.8,144.0,0.96,0.69,0.231,0,REGEN,1.0,1120,True,False,0.0,27.448782,-27.448782
48466,REGEN,15.2,-1.1818182,21.09,6.98,-0.582,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
48568,REGEN,13.9,-291.36364,22.82,16.75,-0.949,0,REGEN,0.0,1122,True,False,0.0,31.692498,-31.692498
48704,REGEN,16.4,170.636368,0.79,0.62,0.312,0,REGEN,1.0,1120,True,False,0.0,0.0,0.0
48804,REGEN,12.9,-172.090916,26.98,15.32,-0.949,0,REGEN,0.0,1120,True,False,0.0,29.750556,-29.750556
48932,REGEN,16.1,213.27274,0.94,0.72,0.38,0,REGEN,1.0,1124,True,False,0.0,9.062196,-9.062196
49046,REGEN,16.5,216.9091,-8.4,-1.92,0.346,0,REGEN,1.0,1121,True,False,0.0,38.477876,-38.477876
49161,REGEN,15.8,217.9091,6.78,0.32,-0.202,0,REGEN,1.0,1121,True,False,0.0,0.0,0.0
49277,REGEN,15.7,244.0,1.35,1.0,0.52,0,REGEN,1.0,1122,True,False,0.0,38.318392,-38.318392
49465,REGEN,14.6,236.54546,13.43,3.61,-0.428,0,REGEN,1.0,1123,True,False,0.0,0.0,0.0
49584,REGEN,14.8,266.9091,1.28,1.06,0.586,0,REGEN,1.0,1121,True,False,0.0,40.0,-40.0
49712,REGEN,13.1,245.636368,17.66,5.63,-0.449,0,REGEN,1.0,1122,True,False,0.0,0.0,0.0
49815,FAULT,14.4,291.63638,0.0,0.0,0.585,2,REGEN,1.0,1121,True,True,0.0,0.0,0.0
49992,FAULT,14.4,296.27274,0.0,0.0,0.457,2,REGEN,1.0,1121,True,True,0.0,0.0,0.0
50097,FAULT,14.5,336.0909,0.0,0.0,0.581,2,REGEN,1.0,1123,True,True,0.0,0.0,0.0
50205,FAULT,14.5,362.36364,0.0,0.0,0.591,2,REGEN,1.0,1121,True,True,0.0,0.0,0.0
50313,FAULT,14.5,361.45456,0.0,0.0,0.57,2,REGEN,1.0,1121,True,True,0.0,0.0,0.0
50415,FAULT,14.5,354.0909,0.0,0.0,0.562,2,REGEN,1.0,1121,True,True,0.0,0.0,0.0
50514,FAULT,14.5,349.36364,0.0,0.0,0.559,2,REGEN,1.0,1121,True,True,0.0,0.0,0.0
50626,FAULT,14.6,348.36364,0.0,0.0,0.549,2,REGEN,1.0,1121,True,True,0.0,0.0,0.0
50738,FAULT,14.6,364.9091,0.0,0.0,0.609,2,REGEN,1.0,1121,True,True,0.0,0.0,0.0
50853,REGEN,14.6,366.36364,0.0,0.0,0.575,0,REGEN,1.0,1121,True,False,0.0,40.0,-40.0
50952,REGEN,14.6,365.9091,0.0,0.0,0.588,0,REGEN,1.0,1121,True,False,0.0,0.0,0.0
51135,REGEN,10.4,-105.818184,31.68,18.96,-0.949,0,REGEN,0.0,1121,True,False,0.0,37.83101,-37.83101
51239,REGEN,14.0,245.36364,1.66,1.32,0.686,0,REGEN,1.0,1122,True,False,0.0,34.45611,-34.45611
51497,FAULT,14.0,300.0,8.53,4.02,0.583,2,REGEN,1.0,1122,True,True,0.0,0.0,0.0
51596,FAULT,14.0,332.27274,0.0,0.0,0.542,2,REGEN,1.0,1122,True,True,0.0,0.0,0.0
51703,FAULT,14.0,316.27274,0.0,0.0,0.505,2,REGEN,1.0,1121,True,True,0.0,0.0,0.0
51805,FAULT,14.0,316.27274,0.0,0.0,0.505,2,REGEN,1.0,1122,True,True,0.0,0.0,0.0
51907,FAULT,14.0,316.27274,0.0,0.0,0.505,2,REGEN,1.0,1121,True,True,0.0,0.0,0.0
52014,FAULT,14.0,316.27274,0.0,0.0,0.505,2,REGEN,1.0,1121,True,True,0.0,0.0,0.0
52115,FAULT,14.0,196.18182,0.0,0.0,0.268,2,REGEN,1.0,1121,True,True,0.0,0.0,0.0
52225,FAULT,14.0,73.63637,0.0,0.0,0.077,2,REGEN,1.0,1121,True,True,0.0,0.0,0.0
57230,REGEN,14.0,-5.0,3.11,0.36,-0.175,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
57357,REGEN,13.9,-31.727274,4.05,0.66,-0.295,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
57472,REGEN,14.0,-81.18182,0.14,0.03,-0.081,0,REGEN,0.0,1120,True,False,0.0,0.0,0.0
57656,REGEN,14.0,-81.18182,0.14,0.03,-0.081,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
57816,REGEN,14.0,-20.363636,0.0,0.0,-0.061,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
57918,REGEN,14.0,-20.363636,0.0,0.0,-0.061,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
58047,REGEN,14.0,-19.363636,0.0,0.0,-0.05,0,REGEN,0.0,1122,True,False,0.0,0.0,0.0
58147,REGEN,14.0,-19.363636,0.0,0.0,-0.05,0,REGEN,0.0,1122,True,False,0.0,0.0,0.0
58396,REGEN,14.0,-14.909091,0.0,0.0,-0.034,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
58729,REGEN,14.0,-5.0,0.0,0.0,-0.031,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
58844,REGEN,14.0,-10.363637,0.0,0.0,-0.03,0,REGEN,0.0,1120,True,False,0.0,0.0,0.0
59050,REGEN,14.0,-11.363637,0.0,0.0,-0.028,0,REGEN,0.0,1122,True,False,0.0,0.0,0.0
59168,REGEN,14.0,-7.909091,0.0,0.0,-0.028,0,REGEN,0.0,1122,True,False,0.0,0.0,0.0
59394,REGEN,13.9,-10.545455,4.08,0.53,-0.216,0,REGEN,0.0,1123,True,False,0.0,0.0,0.0
59519,REGEN,14.0,-45.0,2.43,0.38,-0.22,0,REGEN,0.0,1120,True,False,0.0,0.0,0.0
59647,REGEN,14.0,-45.0,2.43,0.38,-0.22,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
59794,REGEN,14.0,0.0,0.0,0.0,0.006,0,REGEN,0.0,1121,True,False,0.0,8.666819,-8.666819
60009,REGEN,14.0,-408.181832,0.0,0.0,-0.753,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
60124,REGEN,14.0,-298.7273,0.0,0.0,-0.333,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
60236,REGEN,14.0,-272.0,0.0,0.0,-0.278,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
60354,REGEN,14.0,-11.0,0.0,0.0,-0.024,0,REGEN,0.0,1120,True,False,0.0,0.0,0.0
60460,REGEN,14.0,-5.4545456,0.0,0.0,-0.023,0,REGEN,0.0,1122,True,False,0.0,0.0,0.0
60568,REGEN,14.0,-5.4545456,0.0,0.0,-0.023,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
60669,REGEN,14.0,-5.4545456,0.0,0.0,-0.023,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
60801,REGEN,14.0,-5.4545456,0.0,0.0,-0.023,0,REGEN,0.0,1122,True,False,0.0,0.0,0.0
60928,REGEN,14.0,-11.090909,0.0,0.0,-0.025,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
61042,REGEN,14.0,-12.272728,0.0,0.0,-0.026,0,REGEN,0.0,1120,True,False,0.0,0.0,0.0
61256,REGEN,14.0,-8.272728,0.0,0.0,-0.014,0,REGEN,0.0,1122,True,False,0.0,0.0,0.0
61499,REGEN,14.0,-8.909091,0.0,0.0,-0.009,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
62044,REGEN,14.0,-11.545455,0.0,0.0,-0.038,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
62145,REGEN,14.0,-10.545455,0.0,0.0,-0.035,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
62247,REGEN,14.0,-10.545455,0.0,0.0,-0.035,0,REGEN,0.0,1122,True,False,0.0,0.0,0.0
63321,REGEN,14.0,12.090909,0.0,0.0,0.005,0,REGEN,0.0,1120,True,False,0.0,0.0,0.0
63433,REGEN,14.0,-7.4545452,0.07,0.0,-0.022,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
63541,REGEN,14.0,-11.272728,0.0,0.0,-0.009,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
63650,REGEN,14.0,-11.272728,0.0,0.0,-0.009,0,REGEN,0.0,1122,True,False,0.0,0.0,0.0
65942,REGEN,13.9,-8.545455,0.0,0.0,-0.007,0,REGEN,0.0,1122,True,False,0.0,0.0,0.0
66045,REGEN,13.9,-10.909091,0.0,0.0,-0.006,0,REGEN,0.0,1120,True,False,0.0,0.0,0.0
66483,REGEN,13.9,-6.0909096,0.0,0.0,0.009,0,REGEN,0.0,1122,True,False,0.0,0.0,0.0
71667,REGEN,13.9,-36.636364,2.75,0.5,-0.232,0,REGEN,0.0,1115,True,False,0.0,0.0,0.0
71851,REGEN,13.9,-63.0,0.0,0.0,-0.219,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
71959,REGEN,13.9,-63.0,0.0,0.0,-0.219,0,REGEN,0.0,1121,True,False,0.0,0.0,0.0
